ITEM   , LEN_P , LEN_L ,   N   ,   PN   ,  AOA  ,  AOA2  ,  IMG  ,  IMG2  
subsystems,NA,10,0,NA,NA,NA,NA,NA
subtleties,7,10,0,1,NA,NA,NA,NA
subtlety,6,8,0,1,NA,NA,NA,NA
subversion,7,10,0,0,NA,NA,NA,NA
successes,8,9,0,2,NA,NA,NA,NA
succession,7,10,0,0,NA,NA,NA,NA
successor,8,9,0,1,NA,NA,NA,NA
successors,8,10,0,2,NA,NA,NA,NA
succulents,NA,10,0,NA,NA,NA,NA,NA
suddenness,7,10,0,0,NA,NA,NA,NA
suede,4,5,1,10,NA,NA,NA,NA
suedes,NA,6,1,NA,NA,NA,NA,NA
sufferer,7,8,1,1,NA,NA,NA,NA
sufferers,7,9,0,1,NA,NA,NA,NA
sufferings,8,10,0,1,NA,NA,NA,NA
suffragist,NA,10,0,NA,NA,NA,NA,NA
suggestion,8,10,0,0,461,NA,345,NA
suicide,6,7,0,1,NA,NA,NA,NA
suicides,7,8,0,1,NA,NA,NA,NA
suitcases,8,9,0,0,NA,NA,NA,NA
suites,5,6,1,4,NA,NA,NA,NA
sultanate,NA,9,0,NA,NA,NA,NA,NA
summaries,7,9,0,3,NA,NA,NA,NA
summary,6,7,1,1,NA,NA,NA,NA
summation,6,9,0,0,NA,NA,NA,NA
summations,NA,10,0,NA,NA,NA,NA,NA
summertime,7,10,0,0,NA,NA,NA,NA
summonses,8,9,0,0,NA,NA,NA,NA
sump,NA,4,8,NA,NA,NA,NA,NA
sunglasses,9,10,0,0,NA,NA,NA,NA
suns,4,4,14,14,NA,NA,NA,NA
superstar,8,9,0,1,NA,NA,NA,NA
superstars,8,10,0,1,NA,NA,NA,NA
superstore,NA,10,0,NA,NA,NA,NA,NA
supplier,7,8,2,1,NA,NA,NA,NA
suppliers,7,9,0,1,NA,NA,NA,NA
supporter,7,9,1,1,NA,NA,NA,NA
supporters,7,10,0,1,NA,NA,NA,NA
suppressor,NA,10,0,NA,NA,NA,NA,NA
surety,6,6,1,0,NA,NA,NA,NA
surgeries,7,9,0,1,NA,NA,NA,NA
surgery,6,7,0,2,NA,NA,NA,NA
surpluses,8,9,0,0,NA,NA,NA,NA
surrogate,7,9,0,1,NA,NA,NA,NA
surrogates,8,10,0,1,NA,NA,NA,NA
surveyor,6,8,1,2,NA,590,NA,460
surveyors,6,9,0,1,NA,NA,NA,NA
survival,6,8,0,2,NA,NA,NA,NA
survivor,7,8,0,1,NA,NA,NA,NA
survivors,7,9,0,1,NA,NA,NA,NA
suspender,9,9,1,1,NA,NA,NA,NA
suspenders,9,10,0,1,NA,NA,NA,NA
suspension,8,10,0,0,NA,NA,NA,NA
suspicions,8,10,1,1,NA,NA,NA,NA
sustenance,9,10,0,0,NA,NA,NA,NA
svelte,NA,6,0,NA,NA,NA,NA,NA
swamps,6,6,2,2,NA,NA,NA,NA
swans,5,5,4,3,NA,NA,NA,NA
swastika,8,8,0,1,NA,NA,NA,NA
swastikas,9,9,0,1,NA,NA,NA,NA
swath,NA,5,0,NA,NA,NA,NA,NA
swede,4,5,1,9,NA,NA,NA,NA
swedes,5,6,0,6,NA,NA,NA,NA
sweetener,7,9,1,0,NA,NA,NA,NA
sweeteners,NA,10,0,NA,NA,NA,NA,NA
swifts,6,6,1,1,NA,NA,NA,NA
swindler,8,8,1,0,NA,NA,NA,NA
sword,3,5,3,28,342,NA,597,NA
swords,4,6,0,14,NA,NA,NA,NA
syllable,6,8,0,1,497,NA,375,NA
syllables,7,9,0,1,NA,NA,NA,NA
syllabus,7,8,0,0,NA,NA,NA,NA
sym,NA,3,2,NA,NA,NA,NA,NA
symmetry,7,8,0,0,NA,NA,NA,NA
sympathies,8,10,0,2,NA,NA,NA,NA
sympathy,7,8,0,1,464,NA,402,NA
symphonies,8,10,0,1,NA,NA,NA,NA
synagogue,7,9,0,1,NA,NA,498,NA
synagogues,8,10,0,1,NA,NA,NA,NA
synch,NA,5,1,NA,NA,NA,NA,NA
syndicate,8,9,0,1,NA,NA,NA,NA
syndicates,9,10,1,1,NA,NA,NA,NA
synergies,NA,9,0,NA,NA,NA,NA,NA
synergy,NA,7,0,NA,NA,NA,NA,NA
synonym,7,7,0,0,NA,NA,NA,NA
synopsis,8,8,0,0,NA,NA,NA,NA
synthesis,8,9,0,0,NA,NA,NA,NA
synthetics,NA,10,0,NA,NA,NA,NA,NA
syphilis,7,8,0,0,NA,NA,NA,NA
syrians,NA,7,0,NA,NA,NA,NA,NA
tablecloth,8,10,0,0,NA,NA,NA,NA
tablespoon,8,10,0,0,258,NA,600,NA
tabletop,NA,8,0,NA,NA,NA,NA,NA
tableware,NA,9,0,NA,NA,NA,NA,NA
tabs,4,4,9,9,NA,NA,NA,NA
tacks,4,5,13,21,NA,NA,NA,NA
tact,4,4,5,19,NA,NA,NA,NA
tactician,7,9,0,0,NA,NA,NA,NA
tacticians,NA,10,0,NA,NA,NA,NA,NA
tad,NA,3,20,NA,NA,NA,NA,NA
taffeta,6,7,0,0,NA,NA,NA,NA
takeover,7,8,0,1,NA,NA,NA,NA
takeovers,7,9,0,1,NA,NA,NA,NA
tale,3,4,16,32,283,266,285,NA
tales,4,5,13,22,NA,NA,466,NA
talisman,8,8,0,1,NA,NA,NA,NA
tamales,NA,7,0,NA,NA,NA,NA,NA
tamarin,NA,7,0,NA,NA,NA,NA,NA
tamarisk,NA,8,0,NA,NA,NA,NA,NA
tangerines,NA,10,0,NA,NA,NA,NA,NA
tangs,NA,5,9,NA,NA,NA,NA,NA
tans,4,4,16,18,NA,NA,NA,NA
tantalum,NA,8,0,NA,NA,NA,NA,NA
tantalus,NA,8,0,NA,NA,NA,NA,NA
tapestries,9,10,0,1,NA,NA,NA,NA
tapestry,8,8,0,1,NA,NA,NA,NA
tardiness,NA,9,1,NA,NA,NA,NA,NA
tarts,4,5,5,12,NA,NA,NA,NA
task,4,4,7,6,392,NA,410,NA
tasks,5,5,5,4,NA,NA,NA,NA
tauruses,NA,8,0,NA,NA,NA,NA,NA
taverna,NA,7,1,NA,NA,NA,NA,NA
taxation,7,8,0,0,NA,NA,NA,NA
taxicabs,NA,8,0,NA,NA,NA,NA,NA
taxpayer,NA,8,0,NA,NA,NA,NA,NA
taxpayers,NA,9,0,NA,NA,NA,NA,NA
teak,3,4,9,16,NA,NA,NA,NA
teal,3,4,15,23,NA,NA,NA,NA
teas,3,4,10,24,NA,NA,NA,NA
teat,3,4,16,20,NA,NA,NA,NA
teats,4,5,10,9,NA,NA,NA,NA
tech,3,4,1,16,NA,NA,NA,NA
technocrat,NA,10,0,NA,NA,NA,NA,NA
techs,NA,5,0,NA,NA,NA,NA,NA
tectonics,NA,9,0,NA,NA,NA,NA,NA
tedium,6,6,1,2,NA,NA,NA,NA
teenager,7,8,0,1,NA,NA,NA,NA
teenagers,7,9,0,1,NA,NA,NA,NA
teens,4,5,2,14,NA,NA,NA,NA
tejano,NA,6,0,NA,NA,NA,NA,NA
telecasts,NA,9,0,NA,NA,NA,NA,NA
telegram,8,8,0,1,NA,NA,NA,NA
telegrams,9,9,0,1,NA,NA,NA,NA
telepath,NA,8,0,NA,NA,NA,NA,NA
telescopes,9,10,0,1,NA,NA,NA,NA
tempera,NA,7,1,NA,NA,NA,NA,NA
temptation,8,10,0,0,454,NA,391,NA
tenancy,7,7,0,1,NA,NA,NA,NA
tench,4,5,3,5,NA,NA,NA,NA
tendencies,9,10,0,1,NA,NA,NA,NA
tendency,8,8,0,1,525,NA,261,NA
tenderloin,NA,10,0,NA,NA,NA,NA,NA
tenderness,8,10,0,0,NA,NA,NA,NA
tenement,8,8,0,2,NA,NA,NA,NA
tenements,9,9,0,1,NA,NA,NA,NA
tentacle,NA,8,0,NA,NA,NA,NA,NA
tentacles,8,9,0,0,NA,NA,NA,NA
tents,5,5,11,9,NA,NA,NA,NA
tequila,NA,7,0,NA,NA,NA,NA,NA
terabyte,NA,8,0,NA,NA,NA,NA,NA
terabytes,NA,9,0,NA,NA,NA,NA,NA
terminals,7,9,0,1,NA,NA,NA,NA
tern,3,4,6,23,NA,NA,NA,NA
terns,4,5,4,19,NA,NA,NA,NA
terraces,7,8,1,2,NA,NA,NA,NA
terrier,5,7,0,2,NA,NA,NA,NA
terriers,5,8,0,2,NA,NA,NA,NA
testament,9,9,0,0,NA,NA,NA,NA
testaments,NA,10,0,NA,NA,NA,NA,NA
testicle,7,8,0,1,NA,NA,NA,NA
testicles,8,9,0,1,NA,NA,NA,NA
tetanus,7,7,0,0,NA,NA,NA,NA
tew,NA,3,12,NA,NA,NA,NA,NA
text,5,4,4,7,486,NA,437,NA
texts,6,5,3,2,NA,NA,NA,NA
thalamus,NA,8,0,NA,NA,NA,NA,NA
thallium,NA,8,0,NA,NA,NA,NA,NA
thane,NA,5,2,NA,NA,NA,NA,NA
theaters,NA,8,0,NA,NA,NA,NA,NA
theatres,5,8,0,1,NA,NA,NA,NA
theft,4,5,0,4,386,NA,436,NA
thefts,5,6,0,1,NA,NA,NA,NA
themes,4,6,1,7,NA,NA,NA,NA
theorists,7,9,0,1,NA,NA,NA,NA
therapies,NA,9,0,NA,NA,NA,NA,NA
therapists,9,10,0,1,NA,NA,NA,NA
therapy,6,7,0,0,NA,NA,NA,NA
therm,3,5,1,6,NA,NA,NA,NA
thermostat,8,10,0,0,NA,NA,NA,NA
thesaurus,NA,9,0,NA,NA,NA,NA,NA
thickener,NA,9,1,NA,NA,NA,NA,NA
thief,3,5,1,5,322,NA,529,NA
thievery,6,8,0,0,NA,NA,NA,NA
thieves,4,7,0,5,NA,NA,NA,NA
thigh,2,5,0,19,361,NA,543,NA
thighs,3,6,0,12,NA,NA,NA,NA
thiokol,NA,7,0,NA,NA,NA,NA,NA
thorium,NA,7,0,NA,NA,NA,NA,NA
thoughts,4,8,0,6,NA,NA,NA,NA
threat,4,6,2,7,394,NA,408,NA
threats,5,7,2,2,NA,NA,NA,NA
thrift,5,6,1,3,NA,NA,NA,NA
thrifts,NA,7,1,NA,NA,NA,NA,NA
throat,4,6,1,7,307,NA,538,NA
throats,5,7,2,2,NA,NA,NA,NA
throes,4,6,3,9,NA,NA,NA,NA
thrombosis,9,10,0,0,NA,NA,NA,NA
throne,4,6,1,9,308,NA,583,NA
throng,4,6,1,6,NA,NA,452,NA
throngs,5,7,1,6,NA,NA,NA,NA
throwaway,6,9,0,0,NA,NA,NA,NA
thug,3,4,3,14,NA,NA,NA,NA
thuggery,NA,8,0,NA,NA,NA,NA,NA
thugs,4,5,1,9,NA,NA,NA,NA
thyme,3,5,2,21,578,NA,470,NA
tiara,5,5,0,0,NA,NA,NA,NA
tiaras,NA,6,0,NA,NA,NA,NA,NA
tibetans,NA,8,0,NA,NA,NA,NA,NA
tibia,NA,5,0,NA,NA,NA,NA,NA
ticks,4,5,9,21,NA,NA,NA,NA
tide,3,4,12,28,331,NA,530,NA
tides,4,5,8,12,NA,NA,NA,NA
tier,3,4,4,21,NA,NA,NA,NA
tierce,NA,6,2,NA,NA,NA,NA,NA
tiers,3,5,1,25,NA,NA,NA,NA
tights,4,6,6,16,NA,NA,NA,NA
tikes,NA,5,10,NA,NA,NA,NA,NA
timetable,7,9,0,1,NA,NA,NA,NA
timetables,8,10,0,1,NA,NA,NA,NA
tinderbox,NA,9,0,NA,NA,NA,NA,NA
tines,4,5,15,23,NA,NA,NA,NA
ting,3,4,12,13,492,NA,316,NA
tinkerer,NA,8,1,NA,NA,NA,NA,NA
tinkler,NA,7,1,NA,NA,NA,NA,NA
tins,4,4,17,21,NA,NA,NA,NA
tiredness,7,9,0,0,NA,355,NA,467
tis,NA,3,8,NA,NA,NA,NA,NA
tithe,3,5,2,11,NA,NA,NA,NA
tobaccos,NA,8,0,NA,NA,NA,NA,NA
toboggan,NA,8,0,NA,NA,NA,NA,NA
toboggans,NA,9,0,NA,NA,NA,NA,NA
toes,3,4,15,34,NA,NA,NA,NA
togs,4,4,19,12,NA,NA,NA,NA
toiletries,8,10,0,0,NA,NA,NA,NA
toiletry,NA,8,0,NA,NA,NA,NA,NA
tol,NA,3,13,NA,NA,NA,NA,NA
tole,NA,4,16,NA,NA,NA,NA,NA
tolerance,8,9,0,1,NA,531,NA,309
tomahawks,NA,9,0,NA,NA,NA,NA,NA
tomatoes,7,8,0,1,NA,NA,NA,NA
tomb,3,4,5,19,411,NA,596,NA
ton,3,3,18,25,386,NA,475,NA
tongs,4,5,4,8,NA,NA,NA,NA
tongues,4,7,0,6,NA,NA,NA,NA
tonne,3,5,0,25,NA,NA,NA,NA
tonnes,4,6,0,20,NA,NA,NA,NA
tons,4,4,16,20,NA,NA,NA,NA
tools,4,5,4,13,NA,NA,NA,NA
tooth,3,5,1,7,206,NA,602,NA
tormentor,8,9,0,1,NA,NA,NA,NA
tormentors,8,10,0,1,NA,NA,NA,NA
tornadoes,NA,9,0,NA,NA,NA,NA,NA
torpedoes,7,9,1,2,NA,NA,NA,NA
torque,3,6,0,21,NA,NA,NA,NA
torte,NA,5,1,NA,NA,NA,NA,NA
tortilla,NA,8,0,NA,NA,NA,NA,NA
tortillas,NA,9,0,NA,NA,NA,NA,NA
tortoises,7,9,0,0,NA,NA,NA,NA
torts,NA,5,5,NA,NA,NA,NA,NA
torturer,NA,8,2,NA,NA,NA,NA,NA
torturers,7,9,0,0,NA,NA,NA,NA
toughs,NA,6,3,NA,NA,NA,NA,NA
tourism,7,7,1,0,NA,NA,NA,NA
tournament,8,10,0,1,NA,NA,NA,NA
tournedos,NA,9,0,NA,NA,NA,NA,NA
tourniquet,6,10,0,0,NA,NA,NA,NA
touts,4,5,3,10,NA,NA,NA,NA
toys,3,4,10,15,NA,NA,NA,NA
tracts,6,6,3,3,NA,NA,NA,NA
trades,5,6,4,9,NA,NA,NA,NA
tradition,7,9,0,1,486,NA,354,NA
traditions,8,10,0,1,NA,NA,NA,NA
trafficker,NA,10,1,NA,NA,NA,NA,NA
tragedies,8,9,0,1,NA,NA,NA,NA
trait,3,5,3,15,NA,NA,NA,NA
traits,4,6,3,18,NA,NA,NA,NA
tram,4,4,9,13,NA,NA,NA,NA
trams,5,5,6,5,NA,NA,NA,NA
trance,5,6,1,1,481,NA,463,NA
transducer,NA,10,0,NA,NA,NA,NA,NA
transience,8,10,0,2,NA,NA,NA,NA
transients,9,10,0,2,NA,NA,NA,NA
transition,8,10,0,0,NA,NA,NA,NA
translator,10,10,0,0,NA,NA,NA,NA
traveller,7,9,1,1,364,NA,491,NA
travellers,7,10,0,1,NA,NA,NA,NA
travelogue,8,10,0,0,NA,NA,NA,NA
travesties,NA,10,0,NA,NA,NA,NA,NA
trays,4,5,3,18,NA,NA,NA,NA
treachery,7,9,0,1,NA,NA,NA,NA
treasurer,8,9,2,0,NA,NA,493,NA
treasurers,NA,10,0,NA,NA,NA,NA,NA
treatises,NA,9,0,NA,NA,NA,NA,NA
trees,4,5,4,9,NA,NA,NA,NA
trends,6,6,2,4,NA,NA,NA,NA
triangle,7,8,0,1,NA,NA,597,NA
triangles,8,9,0,1,NA,NA,NA,NA
tribe,4,5,4,7,401,NA,505,NA
tribes,5,6,1,3,NA,NA,NA,NA
triborough,NA,10,0,NA,NA,NA,NA,NA
tribunal,8,8,0,1,NA,NA,NA,NA
tribunals,9,9,0,1,NA,NA,NA,NA
trickery,7,8,0,0,NA,NA,NA,NA
tricycle,7,8,0,1,NA,NA,NA,NA
trifecta,NA,8,0,NA,NA,NA,NA,NA
trimester,NA,9,0,NA,NA,NA,NA,NA
tripe,4,5,4,12,NA,NA,NA,NA
tritium,NA,7,0,NA,NA,NA,NA,NA
trivia,5,6,0,1,NA,NA,NA,NA
trois,NA,5,1,NA,NA,NA,NA,NA
trolls,5,6,1,8,NA,NA,NA,NA
troop,4,5,1,10,406,NA,498,NA
tropopause,NA,10,0,NA,NA,NA,NA,NA
troth,NA,5,5,NA,NA,NA,NA,NA
trough,4,6,1,4,NA,NA,NA,NA
troughs,5,7,0,2,NA,NA,NA,NA
troupes,NA,7,0,NA,NA,NA,NA,NA
trow,NA,4,7,NA,NA,NA,NA,NA
truancy,7,7,0,0,NA,NA,NA,NA
truce,4,5,3,7,NA,NA,481,NA
trucks,5,6,3,8,NA,NA,NA,NA
truism,7,6,0,0,NA,NA,292,NA
trunks,6,6,2,3,NA,NA,NA,NA
truth,4,5,0,4,NA,318,374,NA
truths,5,6,0,0,NA,NA,NA,NA
tsar,3,4,1,9,NA,NA,NA,NA
tube,4,4,3,4,337,NA,548,NA
tubes,5,5,2,3,NA,NA,NA,NA
tubs,4,4,8,11,NA,NA,NA,NA
tuft,4,4,0,12,NA,NA,NA,NA
tufts,5,5,0,1,NA,NA,NA,NA
tuition,6,7,0,0,NA,NA,NA,NA
tuitions,NA,8,0,NA,NA,NA,NA,NA
tums,NA,4,8,NA,NA,NA,NA,NA
turbojet,NA,8,0,NA,NA,NA,NA,NA
turboprop,NA,9,0,NA,NA,NA,NA,NA
turbulence,9,10,0,1,NA,NA,NA,NA
turks,NA,5,5,NA,NA,NA,NA,NA
turnaround,NA,10,0,NA,NA,NA,NA,NA
turnover,7,8,0,0,NA,NA,NA,NA
turnovers,NA,9,0,NA,NA,NA,NA,NA
turntable,7,9,0,0,NA,NA,NA,NA
turntables,NA,10,0,NA,NA,NA,NA,NA
turpentine,8,10,0,1,NA,NA,587,NA
turpitude,8,9,0,0,NA,NA,NA,NA
tutelage,8,8,0,0,NA,NA,NA,NA
tuxedos,NA,7,0,NA,NA,NA,NA,NA
twas,NA,4,2,NA,NA,NA,NA,NA
twigs,5,5,1,3,NA,NA,NA,NA
twill,4,5,3,10,NA,NA,NA,NA
twine,4,5,4,7,NA,NA,NA,NA
twinge,5,6,0,3,NA,NA,NA,NA
typewriter,8,10,0,0,389,NA,615,NA
tyrannies,NA,9,0,NA,NA,NA,NA,NA
tyranny,6,7,0,0,NA,NA,386,NA
ugliness,7,8,0,0,NA,NA,NA,NA
ultima,NA,6,0,NA,NA,NA,NA,NA
umbrella,7,8,0,1,306,NA,592,NA
umbrellas,8,9,0,1,NA,NA,NA,NA
umpire,6,6,1,2,NA,NA,572,NA
umpires,6,7,1,2,NA,NA,NA,NA
unbutton,NA,8,0,NA,NA,NA,NA,NA
uncomplete,NA,10,1,NA,NA,NA,NA,NA
underbrush,8,10,0,0,575,NA,307,NA
underclass,NA,10,0,NA,NA,NA,NA,NA
undercoat,NA,9,0,NA,NA,NA,NA,NA
underdogs,NA,9,0,NA,NA,NA,NA,NA
undergrad,NA,9,0,NA,NA,NA,NA,NA
underling,NA,9,1,NA,NA,NA,NA,NA
underlings,8,10,1,0,NA,NA,NA,NA
underpass,7,9,0,0,NA,NA,NA,NA
underseas,NA,9,0,NA,NA,NA,NA,NA
underside,7,9,0,1,NA,NA,NA,NA
undertone,7,9,1,2,NA,NA,NA,NA
undertones,8,10,0,1,NA,NA,NA,NA
undertow,6,8,0,1,NA,NA,NA,NA
underworld,8,10,0,0,NA,NA,448,NA
undulate,NA,8,0,NA,NA,NA,NA,NA
unemploy,NA,8,0,NA,NA,NA,NA,NA
unfairness,7,10,0,0,NA,439,NA,321
uniforms,8,8,0,2,NA,NA,NA,NA
unionist,9,8,0,1,NA,650,NA,272
unionists,10,9,0,2,NA,NA,NA,NA
uniqueness,8,10,0,0,NA,NA,NA,NA
unshaken,NA,8,1,NA,NA,NA,NA,NA
upbringing,8,10,0,0,NA,NA,NA,NA
upheaval,6,8,0,1,494,NA,424,NA
upheavals,7,9,0,1,NA,NA,NA,NA
uprising,7,8,0,1,NA,NA,NA,NA
uprisings,8,9,0,1,NA,NA,NA,NA
ups,3,3,1,8,NA,NA,NA,NA
urbanite,NA,8,1,NA,NA,NA,NA,NA
urbanites,NA,9,0,NA,NA,NA,NA,NA
urethane,NA,8,0,NA,NA,NA,NA,NA
urethra,NA,7,0,NA,NA,NA,NA,NA
urgency,6,7,0,1,NA,NA,NA,NA
usefulness,9,10,0,0,NA,NA,NA,NA
usury,6,5,1,0,678,NA,189,NA
utensil,NA,7,0,NA,NA,NA,NA,NA
utensils,8,8,0,0,NA,NA,NA,NA
utero,NA,5,0,NA,NA,NA,NA,NA
uterus,7,6,0,0,NA,NA,NA,NA
utterance,7,9,0,0,539,NA,313,NA
vacancies,8,9,0,1,NA,NA,NA,NA
vacancy,7,7,0,1,NA,NA,NA,NA
vagabonds,NA,9,0,NA,NA,NA,NA,NA
vagaries,7,8,0,0,NA,NA,NA,NA
vagary,NA,6,0,NA,NA,NA,NA,NA
vagina,6,6,0,1,NA,NA,NA,NA
vagrancy,NA,8,0,NA,NA,NA,NA,NA
vales,NA,5,12,NA,NA,NA,NA,NA
valuables,8,9,0,1,NA,NA,NA,NA
valve,4,5,3,2,NA,NA,NA,NA
valves,5,6,3,1,NA,NA,NA,NA
vane,3,4,11,19,NA,NA,NA,NA
vanes,4,5,7,14,NA,NA,NA,NA
vang,NA,4,11,NA,NA,NA,NA,NA
vanilla,6,7,0,1,NA,NA,NA,NA
vanities,7,8,0,1,NA,NA,NA,NA
vanity,6,6,1,2,NA,501,406,NA
vans,4,4,9,10,NA,NA,NA,NA
vaporware,NA,9,0,NA,NA,NA,NA,NA
variance,6,8,0,3,NA,NA,NA,NA
variant,6,7,1,2,NA,NA,NA,NA
variants,7,8,0,2,NA,NA,NA,NA
varnishes,NA,9,1,NA,NA,NA,NA,NA
vat,3,3,15,19,NA,NA,NA,NA
vats,4,4,11,12,NA,NA,NA,NA
veals,NA,5,7,NA,NA,NA,NA,NA
vegetable,7,9,0,1,269,NA,598,NA
vegetables,8,10,0,1,NA,NA,NA,NA
vehicle,4,7,0,2,333,NA,619,NA
vehicles,5,8,0,2,NA,NA,NA,NA
vein,3,4,3,19,435,NA,511,NA
veins,4,5,2,14,NA,NA,NA,NA
vendetta,7,8,0,1,NA,NA,NA,NA
vendettas,8,9,0,1,NA,NA,NA,NA
venison,6,7,0,0,NA,NA,NA,NA
veranda,7,7,0,0,NA,NA,NA,NA
verandas,NA,8,1,NA,NA,NA,NA,NA
verb,3,4,3,6,436,NA,357,NA
verbiage,6,8,0,0,NA,NA,NA,NA
verbs,4,5,1,4,NA,NA,NA,NA
verities,7,8,0,0,NA,NA,NA,NA
vermilion,8,9,0,0,NA,NA,NA,NA
vernier,NA,7,0,NA,NA,NA,NA,NA
vertebra,7,8,0,2,NA,NA,NA,NA
vertigo,6,7,0,0,NA,NA,NA,NA
vesicle,NA,7,1,NA,NA,NA,NA,NA
vesicles,NA,8,1,NA,NA,NA,NA,NA
vest,4,4,11,20,263,NA,571,NA
vestibule,9,9,0,1,NA,NA,530,NA
vestiges,8,8,0,0,NA,NA,NA,NA
vests,5,5,6,10,NA,NA,NA,NA
veterans,8,8,0,1,NA,NA,NA,NA
viaduct,7,7,0,1,NA,NA,NA,NA
viaducts,8,8,0,1,NA,NA,NA,NA
viator,NA,6,1,NA,NA,NA,NA,NA
vibes,4,5,2,2,NA,NA,NA,NA
vibration,7,9,0,1,NA,NA,NA,NA
vibrations,8,10,0,1,NA,NA,NA,NA
vibrato,NA,7,1,NA,NA,NA,NA,NA
victories,8,9,0,1,NA,NA,NA,NA
vicuna,NA,6,0,NA,NA,NA,NA,NA
videos,6,6,0,1,NA,NA,NA,NA
viewership,NA,10,0,NA,NA,NA,NA,NA
viewfinder,9,10,0,0,NA,NA,NA,NA
vigilance,8,9,1,1,NA,NA,383,NA
villager,7,8,1,1,NA,NA,NA,NA
villagers,7,9,0,2,NA,NA,NA,NA
villages,7,8,1,1,NA,NA,NA,NA
vindicates,NA,10,1,NA,NA,NA,NA,NA
vinegar,7,7,0,0,NA,NA,562,NA
vinegars,NA,8,0,NA,NA,NA,NA,NA
vintages,NA,8,0,NA,NA,NA,NA,NA
violas,NA,6,1,NA,NA,NA,NA,NA
violence,7,8,0,2,NA,441,NA,546
violets,7,7,0,3,NA,NA,NA,NA
violin,6,6,0,1,NA,NA,606,NA
violins,7,7,0,1,NA,NA,NA,NA
vip,NA,3,13,NA,NA,NA,NA,NA
virginians,NA,10,0,NA,NA,NA,NA,NA
viruses,8,7,0,0,NA,NA,NA,NA
visigoth,NA,8,0,NA,NA,NA,NA,NA
visitor,7,7,0,1,311,NA,499,NA
visitors,7,8,0,1,NA,NA,NA,NA
vitamin,7,7,0,1,NA,NA,NA,NA
vitamins,8,8,0,1,NA,NA,NA,NA
vitriol,NA,7,0,NA,NA,NA,NA,NA
vividness,8,9,0,0,NA,NA,NA,NA
vocalists,NA,9,0,NA,NA,NA,NA,NA
vocation,6,8,2,2,NA,NA,404,NA
vocations,NA,9,2,NA,NA,NA,NA,NA
vogue,3,5,2,3,NA,NA,NA,NA
volante,NA,7,0,NA,NA,NA,NA,NA
volcano,7,7,0,1,NA,NA,627,NA
volcanoes,8,9,0,1,NA,NA,NA,NA
volcanos,NA,8,0,NA,NA,NA,NA,NA
volition,6,8,0,0,NA,NA,NA,NA
volleyball,7,10,0,0,NA,NA,NA,NA
volt,4,4,4,10,NA,NA,NA,NA
voltages,8,8,0,0,NA,NA,NA,NA
volts,5,5,4,6,NA,NA,NA,NA
volunteers,8,10,0,1,NA,NA,NA,NA
voyagers,6,8,0,1,NA,NA,NA,NA
voyages,6,7,1,0,NA,NA,NA,NA
wacks,NA,5,10,NA,NA,NA,NA,NA
wad,3,3,17,27,525,NA,370,NA
waist,4,5,2,17,325,NA,530,NA
waists,5,6,1,6,NA,NA,NA,NA
wallpaper,8,9,0,1,NA,387,NA,562
wallpapers,8,10,0,1,NA,NA,NA,NA
walruses,NA,8,0,NA,NA,NA,NA,NA
wand,4,4,9,13,272,NA,513,NA
wanderers,8,9,0,1,NA,NA,NA,NA
wanderings,9,10,0,1,NA,NA,NA,NA
wanderlust,NA,10,0,NA,NA,NA,NA,NA
wands,5,5,9,6,NA,NA,NA,NA
wanes,4,5,15,19,NA,NA,NA,NA
wannabees,NA,9,0,NA,NA,NA,NA,NA
warehouses,7,10,0,0,NA,NA,NA,NA
wares,3,5,17,22,NA,NA,NA,NA
wariness,7,8,0,1,NA,NA,NA,NA
warranties,NA,10,0,NA,NA,NA,NA,NA
warranty,7,8,1,1,NA,NA,NA,NA
warrior,5,7,0,1,374,NA,553,NA
warriors,5,8,0,1,NA,NA,NA,NA
warts,4,5,12,15,NA,NA,NA,NA
washbasin,7,9,0,1,NA,NA,NA,NA
wasp,4,4,6,4,NA,279,NA,643
wasps,5,5,2,2,NA,NA,NA,NA
waterbeds,NA,9,0,NA,NA,NA,NA,NA
watercress,8,10,0,0,NA,NA,NA,NA
waterfall,7,9,0,1,NA,NA,NA,NA
waterfalls,8,10,0,1,NA,NA,NA,NA
waterfowl,NA,9,0,NA,NA,NA,NA,NA
watermark,NA,9,0,NA,NA,NA,NA,NA
watermarks,NA,10,0,NA,NA,NA,NA,NA
watershed,7,9,0,1,NA,NA,NA,NA
waterway,6,8,0,1,NA,NA,NA,NA
waterways,7,9,0,1,NA,NA,NA,NA
waterworks,8,10,0,0,NA,NA,NA,NA
weaknesses,8,10,0,0,NA,NA,NA,NA
weaponry,7,8,0,0,NA,NA,NA,NA
weariness,7,9,0,1,NA,NA,NA,NA
weathermen,NA,10,0,NA,NA,NA,NA,NA
web,3,3,4,8,NA,NA,602,NA
week,3,4,7,15,NA,NA,481,NA
wellbeing,7,9,0,0,NA,NA,NA,NA
wench,NA,5,3,NA,NA,NA,NA,NA
wende,NA,5,0,NA,NA,NA,NA,NA
westerlies,NA,10,0,NA,NA,NA,NA,NA
westerner,8,9,0,1,NA,NA,NA,NA
westerners,8,10,0,1,NA,NA,NA,NA
whales,4,6,0,27,NA,NA,NA,NA
whan,NA,4,6,NA,NA,NA,NA,NA
wharfs,NA,6,0,NA,NA,NA,NA,NA
whigs,NA,5,2,NA,NA,NA,NA,NA
